"InChI Key","SMILES","Solubility"
"STECJAGHUSJQJN-USLFZFAMSA-N","CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4","0.31603082429413404"
"XEEQGYMUWCZPDN-IUODEOHRSA-N","C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O","0.41584792580453583"
"XEEQGYMUWCZPDN-WFASDCNBSA-N","C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O","0.41584792580453583"
"OJMMVQQUTAEWLP-KIDUDLJLSA-N","CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O","0.6893963787127732"
"LJVAJPDWBABPEJ-PNUFFHFMSA-N","CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C","0.6277419454977142"
"GSNHKUDZZFZSJB-HLMSNRGBSA-N","CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C","0.4450512508192206"
"IWEQQRMGNVVKQW-OQKDUQJOSA-N","CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","0.3970003589290677"
"XFCLJVABOIYOMF-QPLCGJKRSA-N","CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3","0.26717162421757357"
"AAOVKJBEBIDNHE-UHFFFAOYSA-N","CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3","0.6218911782905364"
"GDLBFKVLRPITMI-UHFFFAOYSA-N","CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl","0.6273064858520631"
"PUFQVTATUTYEAL-UHFFFAOYSA-N","CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC","0.6220386814742201"
"STQGQHZAVUOBTE-VGBVRHCVSA-N","CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O","0.6680278853170519"
"DCOPUUMXTXDBNB-UHFFFAOYSA-N","C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl","0.6098999731654106"
"SGXXNSQHWDMGGP-IZZDOVSWSA-N","CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C","0.5294935891408088"
"UKTAZPQNNNJVKR-AKJUYKBHSA-N","C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54","0.6562022974538934"
"AHLBNYSZXLDEJQ-FWEHEUNISA-N","CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O","0.185578556903305"
"LOUPRKONTZGTKE-WZBLMQSHSA-N","COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O","0.6336090773992432"
"BPZSYCZIITTYBL-ORAYPTAESA-N","CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O","0.32222422520283595"
"VSWBSWWIRNCQIJ-GJZGRUSLSA-N","CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24","0.3149267484326731"
"GJQPMPFPNINLKP-UHFFFAOYSA-N","C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N","0.643189806055813"
"CURUTKGFNZGFSE-UHFFFAOYSA-N","CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2","0.38077947419931263"
"MFOCDFTXLCYLKU-CMPLNLGQSA-N","CC1C(OCCN1C)C2=CC=CC=C2","0.345029603230011"
"RUOKEQAAGRXIBM-GFCCVEGCSA-N","C#CCNC1CCC2=CC=CC=C12","0.49172301662331885"
"RGLYKWWBQGJZGM-UHFFFAOYSA-N","CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O","0.6131939769038256"
"HUPFGZXOMWLGNK-UHFFFAOYSA-N","C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O","0.610021440468511"
"ZBNZXTGUTAYRHI-UHFFFAOYSA-N","CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO","0.45535773870704094"
"JROGBPMEKVAPEH-GXGBFOEMSA-N","CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl","0.8193749712303028"
"UQLLWWBDSUHNEB-CZUORRHYSA-N","CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O","0.5902246474763485"
"GIUYCYHIANZCFB-FJFJXFQQSA-N","C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COP(=O)(O)O)O)O)F)N","0.8136170299672522"
"BPZSYCZIITTYBL-YJYMSZOUSA-N","CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O","0.5197711121227235"
"RONZAEMNMFQXRA-MRXNPFEDSA-N","CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4","0.8572553928227241"
"RONZAEMNMFQXRA-INIZCTEOSA-N","CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4","0.5022690323347275"
"LERNTVKEWCAPOY-KYQOMENCSA-N","C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C","0.46616889508095544"
"ZZVUWRFHKOJYTH-UHFFFAOYSA-N","CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2","0.6344183940351706"
"OWQUZNMMYNAXSL-UHFFFAOYSA-N","CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3","0.4763657982190466"
"IZEKFCXSFNUWAM-UHFFFAOYSA-N","C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO","0.4455643991563572"
"OZVBMTJYIDMWIL-AYFBDAFISA-N","CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O","0.5593332016726673"
"UVTNFZQICZKOEM-UHFFFAOYSA-N","CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C","0.6645401555603837"
"NIJJYAXOARWZEE-UHFFFAOYSA-N","CCCC(CCC)C(=O)O","0.6596839526370364"
"GFNANZIMVAIWHM-OBYCQNJPSA-N","CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O","0.6221436509404858"
"AAXVEMMRQDVLJB-BULBTXNYSA-N","CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F","0.6261127666395154"
"RUDATBOHQWOJDD-UZVSRGJWSA-N","CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C","0.6139160851046721"
"BQIPXWYNLPYNHW-UHFFFAOYSA-N","CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O","0.597657675939929"
"FGXWKSZFVQUSTL-UHFFFAOYSA-N","C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O","0.5302579358154483"
"RUZYUOTYCVRMRZ-UHFFFAOYSA-N","COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC","0.6806567333953139"
"RMEDXOLNCUSCGS-UHFFFAOYSA-N","C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F","0.5077730406652011"
"BZEWSEKUUPWQDQ-UHFFFAOYSA-N","CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2","0.525265679881433"
"KSCFJBIXMNOVSH-UHFFFAOYSA-N","CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O","0.7903761922944259"
"LEZWWPYKPKIXLL-UHFFFAOYSA-N","C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl","0.33745588376697494"
"VWLHWLSRQJQWRG-UHFFFAOYSA-O","CC[N+](C)(C)C1=CC(=CC=C1)O","0.5282704478299919"
"XPOQHMRABVBWPR-UHFFFAOYSA-N","C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F","0.47864320675913663"
"IDYZIJYBMGIQMJ-UHFFFAOYSA-N","CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O","0.6349770009060042"
"RHAXSHUQNIEUEY-UHFFFAOYSA-N","CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC","0.5104861473671043"
"MECHNRXZTMCUDQ-UHFFFAOYSA-N","CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C","0.5298224761697972"
"CDCHDCWJMGXXRH-UHFFFAOYSA-N","C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4","0.5206830505051956"
"AVOLMBLBETYQHX-UHFFFAOYSA-N","CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl","0.478082690087797"
"SBNKFTQSBPKMBZ-UHFFFAOYSA-N","CCOC1=CC=CC=C1C(=O)N","0.6935389344962606"
"DBVJJBKOTRCVKF-UHFFFAOYSA-N","CC(O)(P(=O)(O)O)P(=O)(O)O","0.6583144798243933"
"NNYBQONXHNTVIJ-UHFFFAOYSA-N","CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O","0.6281258399761158"
"VJJPUSNTGOMMGY-UHFFFAOYSA-N","CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O","0.6255460148579904"
"XUFQPHANEAPEMJ-UHFFFAOYSA-N","C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N","0.6402793511560166"
"MLYYVTUWGNIJIB-BXKDBHETSA-N","CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O","0.654218817381341"
"WKGXYQFOCVYPAC-UHFFFAOYSA-N","C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N","0.6772310755603639"
"RZTAMFZIAATZDJ-UHFFFAOYSA-N","CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C","0.5986147296134652"
"YMTINGFKWWXKFG-UHFFFAOYSA-N","CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl","0.2970823601172471"
"RDJGLLICXDHJDY-UHFFFAOYSA-N","CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O","0.6220386814742201"
"PJMPHNIQZUBGLI-UHFFFAOYSA-N","CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3","0.6202943877793627"
"ZEMIJUDPLILVNQ-ZXFNITATSA-N","CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C","0.5109512556755622"
"SPIUTQOUKAMGCX-UHFFFAOYSA-N","CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4","0.46546372534374747"
"LSQZJLSUYDQPKJ-NJBDSQKTSA-N","CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C","0.4455643991563572"
"RFHAOTPXVQNOHP-UHFFFAOYSA-N","C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O","0.66141645416689"
"XRECTZIEBJDKEO-UHFFFAOYSA-N","C1=NC(=O)NC(=C1F)N","0.6950909628360659"
"ROYOYTLGDLIGBX-UHFFFAOYSA-N","CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F","0.4617945694007685"
"LPEPZBJOKDYZAD-UHFFFAOYSA-N","C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F","0.612569399861327"
"PLDUPXSUYLZYBN-UHFFFAOYSA-N","C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO","0.6157820161597903"
"TVYLLZQTGLZFBW-ZBFHGGJFSA-N","CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O","0.5169402750688503"
"PPTYJKAXVCCBDU-UHFFFAOYSA-N","CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F","0.43349716493862517"
"GHASVSINZRGABV-UHFFFAOYSA-N","C1=C(C(=O)NC(=O)N1)F","0.689897607403019"
"RTHCYVBBDHJXIQ-UHFFFAOYSA-N","CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F","0.6681959185621418"
"SAADBVWGJQAEFS-UHFFFAOYSA-N","CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F","0.44186686102817624"
"SYTBZMRGLBWNTM-UHFFFAOYSA-N","CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O","0.6139530154441908"
"MKXKFYHWDHIYRV-UHFFFAOYSA-N","CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F","0.5195077386183822"
"CJOFXWAVKWHTFT-UHFFFAOYSA-N","COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F","0.4249665854902483"
"YSEXMKHXIOCEJA-FVFQAYNVSA-N","CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br","0.4549291098715203"
"CTRLABGOLIVAIY-UHFFFAOYSA-N","C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N","0.5933885473978614"
"PLHJDBGFXBMTGZ-UHFFFAOYSA-N","C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]","0.4139502936220511"
"TZFNLOMSOLWIDK-JTQLQIEISA-N","CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)NN","0.38898849425580206"
"ZZUFCTLCJUWOSV-UHFFFAOYSA-N","C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl","0.6201515121518966"
"UGJMXCAKCUNAIE-UHFFFAOYSA-N","C1CCC(CC1)(CC(=O)O)CN","0.49345122059419366"
"HEMJJKBWTPKOJG-UHFFFAOYSA-N","CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O","0.49774369827888354"
"LGLFFNDHMLKUMI-UHFFFAOYSA-N","CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C","0.35196422432011054"
"BOVGTQGAOIONJV-UHFFFAOYSA-N","CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2","0.5210692704616248"
"WIGIZIANZCJQQY-UHFFFAOYSA-N","CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C","0.5509513295170759"
"ZJJXGWJIGJFDTL-UHFFFAOYSA-N","CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3","0.6004740817925572"
"ZNNLBTZKUZBEKO-UHFFFAOYSA-N","COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3","0.6045901203037125"
"DLJKPYFALUEJCK-WJDSMEDOSA-N","CCCCCC(C)(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O","0.5417542970352596"
"FWKQNCXZGNBPFD-UHFFFAOYSA-N","CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C","0.6006216064993667"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N","COC1=CC=CC=C1OCC(CO)O","0.7107378440908467"
"WDZVGELJXXEGPV-UHFFFAOYSA-N","C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl","0.5612728978786213"
"HBOMLICNUCNMMY-XLPZGREQSA-N","CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]","0.687243160976209"
"LNEPOXFFQSENCJ-UHFFFAOYSA-N","C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F","0.6122116230949651"
"WFJIVOKAWHGMBH-UHFFFAOYSA-N","CCCCCCC1=C(C=C(C=C1)O)O","0.6415414813926947"
"RCINICONZNJXQF-MZXODVADSA-N","CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C","0.40978808313726267"
"RPTUSVTUFVMDQK-UHFFFAOYSA-N","C1=CC=C2C(=C1)C=NN=C2NN","0.6413203330373562"
"JZUFKLXOESDKRF-UHFFFAOYSA-N","C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl","0.6406933675026313"
"VJJPUSNTGOMMGY-MRVIYFEKSA-N","CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O","0.6923232142724203"
"DMDGGSIALPNSEE-UHFFFAOYSA-N","C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1","0.6340491365737245"
"VSNHCAURESNICA-UHFFFAOYSA-N","C(=O)(N)NO","0.6996786350245497"
"XWIHRGFIPXWGEF-UHFFFAOYSA-N","CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl","0.5366947665091759"
"HEFNNWSXXWATRW-UHFFFAOYSA-N","CC(C)CC1=CC=C(C=C1)C(C)C(=O)O","0.6178841007161411"
"NNJVILVZKWQKPM-UHFFFAOYSA-N","CCN(CC)CC(=O)NC1=C(C=CC=C1C)C","0.6620270738867797"
"JRWZLRBJNMZMFE-UHFFFAOYSA-N","CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O","0.45907123533916894"
"XQFRJNBWHJMXHO-UHFFFAOYSA-N","C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O","0.6492678505075234"
"OHKOGUYZJXTSFX-KZFFXBSXSA-N","CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C","0.5494457275077186"
"BCGWQEUPMDMJNV-UHFFFAOYSA-N","CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31","0.615281130664542"
"NDDAHWYSQHTHNT-UHFFFAOYSA-N","CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N","0.6207252696149611"
"CGIGDMFJXJATDK-UHFFFAOYSA-N","CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O","0.608156870826646"
"NTHXOOBQLCIOLC-UHFFFAOYSA-N","CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I","0.6810702276482343"
"FFINMCNLQNTKLU-UHFFFAOYSA-N","C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I","0.6268207057967994"
"YOSHYTLCDANDAN-UHFFFAOYSA-N","CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5","0.43512862628133653"
"IWUCXVSUMQZMFG-AFCXAGJDSA-N","C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N","0.7725651092304738"
"XKFPYPQQHFEXRZ-UHFFFAOYSA-N","CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2","0.644345209998173"
"QRXWMOHMRWLFEY-UHFFFAOYSA-N","C1=CN=CC=C1C(=O)NN","0.8694501647795023"
"JTPUMZTWMWIVPA-UHFFFAOYSA-O","CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C","0.14330398380193668"
"LKCWBDHBTVXHDL-RMDFUYIESA-N","C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N","0.7313756536502248"
"HMJIYCCIJYRONP-UHFFFAOYSA-N","CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC","0.6127440003177613"
"RDLPVSKMFDYCOR-UEKVPHQBSA-N","CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O","0.6798202390582949"
"DKYWVDODHFEZIM-UHFFFAOYSA-N","CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O","0.6255460148579904"
"ZCVMWBYGMWKGHF-UHFFFAOYSA-N","CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1","0.42877673362804297"
"PYZRQGJRPPTADH-UHFFFAOYSA-N","C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N","0.6543309197721944"
"MJIHNNLFOKEZEW-UHFFFAOYSA-N","CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F","0.535427183094662"
"CJCSPKMFHVPWAR-JTQLQIEISA-N","CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N","0.6781721477108741"
"VHOGYURTWQBHIL-UHFFFAOYSA-N","CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F","0.5584341231700646"
"HPJKCIUCZWXJDR-UHFFFAOYSA-N","C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3","0.5554397707041231"
"IIBYAHWJQTYFKB-UHFFFAOYSA-N","CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl","0.5343311593764863"
"VWPOSFSPZNDTMJ-UCWKZMIHSA-N","CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O","0.6688911796354867"
"HSUGRBWQSSZJOP-RTWAWAEBSA-N","CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC","0.6306602924123648"
"NCDNCNXCDXHOMX-XGKFQTDJSA-N","CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O","0.3286610558965635"
"IXHBTMCLRNMKHZ-LBPRGKRZSA-N","CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O","0.6179962548601378"
"GQYIWUVLTXOXAJ-UHFFFAOYSA-N","C1CCC(CC1)NC(=O)N(CCCl)N=O","0.6271440789082358"
"RDOIQAHITMMDAJ-UHFFFAOYSA-N","CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4","0.6441426303777379"
"JCCNYMKQOSZNPW-UHFFFAOYSA-N","CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1","0.6935389344962606"
"DIWRORZWFLOCLC-UHFFFAOYSA-N","C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl","0.6234814099848357"
"PSIFNNKUMBGKDQ-UHFFFAOYSA-N","CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl","0.6061876112582235"
"XJGVXQDUIWGIRW-UHFFFAOYSA-N","CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl","0.6123215541014795"
"BGSZAXLLHYERSY-XQIGCQGXSA-N","CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C","0.09827319157495525"
"QSLMDECMDJKHMQ-UHFFFAOYSA-N","CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24","0.6090812040054739"
"QELUYTUMUWHWMC-UHFFFAOYSA-N","CC1=NN(C(=O)C1)C2=CC=CC=C2","0.6577448770912455"
"OPXLLQIJSORQAM-UHFFFAOYSA-N","COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3","0.6194426838442185"
"HAWPXGHAZFHHAD-UHFFFAOYSA-N","CN(CCCl)CCCl","0.6876341823841354"
"SBDNJUWAMKYJOX-UHFFFAOYSA-N","CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl","0.38693705085476304"
"HYYBABOKPJLUIN-UHFFFAOYSA-N","CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C","0.6166757916004519"
"MJVAVZPDRWSRRC-UHFFFAOYSA-N","CC1=CC(=O)C2=CC=CC=C2C1=O","0.6329218440386793"
"XADCESSVHJOZHK-UHFFFAOYSA-N","CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2","0.6588629628881252"
"NPPQSCRMBWNHMW-UHFFFAOYSA-N","CCCC(C)(COC(=O)N)COC(=O)N","0.6632691704530251"
"HOKDBMAJZXIPGC-UHFFFAOYSA-N","C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53","0.5280450871132009"
"XEEQGYMUWCZPDN-DOMZBBRYSA-N","C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O","0.41584792580453583"
"KBOPZPXVLCULAV-UHFFFAOYSA-N","C1=CC(=C(C=C1N)C(=O)O)O","0.6489793319398739"
"XZWYZXLIPXDOLR-UHFFFAOYSA-N","CN(C)C(=N)N=C(N)N","0.31921521408517844"
"RPLCPCMSCLEKRS-BPIQYHPVSA-N","CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34","0.3762517354133628"
"FLOSMHQXBMRNHR-UHFFFAOYSA-N","CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C","0.6578894306743215"
"VKYKSIONXSXAKP-UHFFFAOYSA-N","C1N2CN3CN1CN(C2)C3","0.6808226916804888"
"RKXNZRPQSOPPRN-UHFFFAOYSA-N","CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F","0.5491395648224997"
"GNXFOGHNGIVQEH-UHFFFAOYSA-N","COC1=CC=CC=C1OCC(COC(=O)N)O","0.6704734002320765"
"QXKHYNVANLEOEG-UHFFFAOYSA-N","COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2","0.6247641718181053"
"TTWJBBZEZQICBI-UHFFFAOYSA-N","CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl","0.6303154969697204"
